Album,Song,Lyrics
Unapologetic,Loveeeeeee Song,"Ain't nothin' wrong with it
I don't wanna give you the wrong impression
I need love and affection
And I hope I'm not sounding too desperate
I need love and affection
Love, love, love, love and affection
Love, love, L-O-V-E-E-E and affection
Oh, baby, I'm not asking for the world,
Maybe you can give me what I want
Baby, come hold me tight and when I'm drowning save me
Give it to me on a daily
If I'm your girl say my name, boy
Let me know I'm in control
We both grown. So, how we feel we can let it show
I-I-I won't play around
I-I-I, I wanna lay you down
I-I-I, I need you now, I need you now
Oh, oh
I don't wanna give you the wrong impression
I need love and affection
And I hope I'm not sounding too desperate
I need love and affection
Love, love, love, love and affection
Love, love, L-O-V-E-E-E and affection
Boy, lately you've been stingy with your time
Got me wondering, I'm wondering if I'm on your mind
Boy, I just wanna be in your possession
You say I'm the one you want. So, come express it
Don't slip, don't slip
'Cause a nigga might push up on it
Don't really wanna lose this moment
Why window-shop when you own this?
I-I-I don't put it down
I-I-I don't fuck around
I-I-I, I want you now, I want you now, oh, oh, whoa
I don't wanna give you the wrong impression
I need love and affection
And I hope I'm not sounding too desperate
I need love and affection
Love, love, love, love and affection
Love, love, L-O-V-E-E-E and affection
Can you love me for poor? (Let me know.)
I'm searching for my soul (Rorschach)
Whoever turned you cold (Beat this.)
You need to let 'em know
I can work miracles (What's up?)
I work it physical (physical)
And when I love you close
You can feel my heart beating through my clothes
Future
I don't wanna give you the wrong impression
I need love and affection
And I hope I'm not sounding too desperate
I need love and affection
Love, love, love, love and affection
Love, love, L-O-V-E-E-E and affection"
Unapologetic,Jump,"[Rihanna:]
Jump, jump, jump, jump, jump, jump
Tell me that you love me when you know you don't love me
But I guess I guess I guess it's all good
You can play the game, I'mma still do my thing
Ain't no better way for it to be put
When you fuck them other girls I bet they be wondering
Why you always call my name
You think I'm gonna wait around
I ain't got all day
You don't need another lover
Don't you let it go
I already got it covered
Let the others know
If you want it let's do it
Ride it, my pony
My saddle is waitin'
Come and, jump on it
If you want it let's do it
Ride it, my pony
My saddle is waitin'
Come and, jump on it
Jump, jump, jump, jump, jump, jump
Think I give a damn, boy, don't you know who I am?
I ain't running around chasing no dude
Think somebody else like me gon' come around
Boy, you got it misunderstood
Put it in your face but you're actin' all scared
Like you can't recognize a good thing
Now that you got a chance
Tell me what it's gon' be?
You don't need another lover
Don't you let it go
I already got it covered
Let the others know
If you want it let's do it
Ride it, my pony
My saddle is waitin'
Come and jump on it
If you want it let's do it
Ride it, my pony
My saddle is waitin'
Come and jump on it
Jump, jump, jump, jump, jump, jump
[Kanye West:]
You say it's my fault,
OK, I get it
You ain't pick up your calls,
I'm like, ""Forget it.""
See you put up your wall,
You know you did it
The rise and the fall,
Just admit it
You say it's my fault,
OK, I get it
You ain't answer your calls,
I'm like, ""Forget it.""
It's the rise and the fall
It's the rise and the fall
And you could've had it all
[Rihanna:]
If you want it let's do it
Ride it, my pony
My saddle is waitin'
Come and, jump on it
If you want it let's do it
Ride it, my pony
My saddle is waitin'
Come and, jump on it
Jump, jump, jump on it
Jump, jump, jump on it
Jump, jump, jump on it
Jump on it, jump-jump on it
Jump, jump, jump on it
Jump, jump, jump on it
Jump, jump, jump on it
Jump on it, jump-jump on it"
Unapologetic,Right Now,"Tomorrow way too far away
And we can't get back yesterday
But we young right now
We got right now
So get up right now
'Cause all we got is right now
Tomorrow way too far away
And we can't get back yesterday
But we young right now
We got right now
So get up right now
'Cause all we got is right now
Baby, tonight I need you
And I feel it when I see you
Wherever you wanna go
Whenever, baby, I'm yours
Tomorrow way too far away
And we can't get back yesterday
But we young right now
We got right now
So get up right now
'Cause all we got is right now
Tomorrow way too far away
And we can't get back yesterday
But we young right now
We got right now
So get up right now
'Cause all we got is right now
'Cause all we got is right now
So close I can taste you
Ain't scared I can take you
Can't fight the feeling
Got me fiending
You got me fiending
Something you wanted to do all your life
There's no more waiting: tonight is the night
And it can't be wrong, not if it feels this right
Turn it up, scream it loud, yeah.
Tomorrow way too far away
And we can't get back yesterday
But we young right now
We got right now
So get up right now
'Cause all we got is right now
Tomorrow way too far away
And we can't get back yesterday
But we young right now
We got right now
So get up right now
'Cause all we got is right now
'Cause all we got is right now"
Unapologetic,What Now,"I've been ignoring this big lump in my throat
I shouldn't be crying,
tears were for the weaker days
I'm stronger now, or so I say,
But something's missing
Whatever it is,
it feels like it's laughing at me through the glass of a two-sided mirror
Whatever it is,
it's just laughing at me
And I just wanna scream
What now? I just can't figure it out
What now? I guess I'll just wait it out (wait it out)
What now? Oh, oh, oh, oh! What now?
I found the one, he changed my life
But was it me that changed
And he just happened to come at the right time
I'm supposed to be in love
But I'm numb again
Whatever it is,
it feels like it's laughing at me through the glass of a two-sided mirror
Whatever it is,
it's just sitting there laughing at me
And I just wanna scream
What now? I just can't figure it out
What now? I guess I'll just wait it out (wait it out)
What now? Please tell me
What now?
There's no one to call 'cause I'm just playing games with them all
The more I swear I'm happy, the more that I'm feeling alone
'Cause I spent every hour just going through the motions
I can't even get the emotions to come out
Dry as a bone, but I just wanna shout
What now? I just can't figure it out
What now? I guess I'll just wait it out (wait it out)
What now? Somebody tell me
What now?
I don't know where to go
I don't know what to feel
I don't know how to cry
I don't know oh oh why
I don't know where to go
I don't know what to feel
I don't know how to cry
I don't know oh oh why
I don't know where to go
I don't know what to feel
I don't know how to cry
I don't know oh oh why
So what now?"
Unapologetic,Stay,"[Rihanna:]
All along it was a fever
A cold-sweat hot-headed believer
I threw my hands in the air, said, ""Show me something,""
He said, ""If you dare, come a little closer.""
Round and around and around and around we go
Oh now, tell me now, tell me now, tell me now you know.
Not really sure how to feel about it.
Something in the way you move
Makes me feel like I can't live without you.
It takes me all the way.
I want you to stay
[Mikky:]
It's not much of a life you're living
It's not just something you take, it's given
Round and around and around and around we go
Oh now, tell me now, tell me now, tell me now you know.
Not really sure how to feel about it.
Something in the way you move
Makes me feel like I can't live without you.
Yeah, it takes me all the way.
I want you to stay.
[Both:]
Ooh, ooh, ooh, the reason I hold on
Ooh, ooh, ooh, 'cause I need this hole gone
Funny you're the broken one but I'm the only one who needed saving
'Cause when you never see the light it's hard to know which one of us is caving.
[Rihanna:]
Not really sure how to feel about it.
Something in the way you move
[Both:]
Makes me feel like I can't live without you.
Yeah, it takes me all the way.
[Rihanna:]
I want you to stay, stay.
I want you to stay, ooh."
Unapologetic,Nobody's Business,"[Rihanna:]
You'll always be mine, sing it to the world
Always be my boy, I'll always be your girl
Nobody's business, ain't nobody's business
Ain't nobody's business
But mine and my baby
Mine and my baby
But mine and my baby
But mine and my baby, ooh
[Chris Brown:]
I love to love to love you baby
I love to love to love you baby
Me and you, get it?
Ain't nobody's business
Said it ain't nobody's business
[Rihanna:]
Your love is perfection
Please point me in the right direction
I'mma give you all my affection
Every touch becomes infectious
Let's make out in this Lexus
There's no other love just like this
A life with you I wonder can we become love's persona
You'll always be the one that I wanna come home to
Boy let me love you and show you how special you are
I wanna be your baby, you'll always be my baby
Tell me what you want now
Let's sing it to the world
Baby, give me some
I'mma be your girl
I wanna make you mine
And it ain't nobody's business
It ain't nobody's business
It ain't nobody's business
It ain't nobody's business
Just mine and my baby
[Chris Brown:]
Your love is perfection
Please point me in the right direction
I'mma give you all my affection
Every touch becomes infectious
Let's make out in this Lexus
There's no other love just like this
A life with you I wonder can we become love's persona
You'll always be the one that I wanna come home to
Girl let me love you and show you how special you are
I wanna be your baby, you'll always be my baby
Tell me what you want
Sing it to the world
Baby, give me some
You gon' be my girl
I wanna make you mine
And it ain't nobody's business
It ain't nobody's business
It ain't nobody's business
It ain't nobody's business
Just mine and my baby
Ain't nobody's business
Said it ain't nobody's business
It ain't nobody's business
Said it ain't nobody's business
[Rihanna and Chris Brown:]
You'll always be mine, sing it to the world
Always be my boy, you'll always be my girl
Nobody's business
Nobody's business
Ain't nobody's business
Ain't nobody's business
Ain't nobody's business
Nobody's business
But mine and my baby"
Unapologetic,Love Without Tragedy / Mother Mary,"Red lipstick, rose petals, heartbreak
I was his Marilyn Monroe
Brown eyes, tuxedo, fast cars
A James Dean on the low
Dean on the low
I ask you what's the matter
You say, oh it's nothing at all
Heart's racing, outta control
And you knew that I couldn't let it go
You used to be this boy I loved
And I used to be this girl of your dreams
Who knew the course of this one drive
Injured us fatally
You took the best years of my life
I took the best years of your life
Felt like love struck me in the night
I prayed that love don't strike twice
Red lipstick, rose petals, heartbreak
I was his Marilyn Monroe
Brown eyes, tuxedo, fast cars
A James Dean on the low
What's love without tragedy
What's love without tragedy (Marilyn Monroe)
What's love without tragedy
What's love without tragedy
Mother Mary, I swear I wanna change
Mister Jesus, I'd love to be a queen
But I'm from the left side of an island
Never thought this many people would even know my name
As time flies, way above me
For you I've cried, tears sea-deep
Oh glory, the prayers carry me
I'll be a star, you keep directing me
Let's make the best scene they've ever seen
Let's capture the moment
Cause even forever ain't forever
I swear by the moment
Cause together ain't promise forever
Let's live in the moment
As long as we got each other
Die in the moment
I'm prepared to die in the moment
Cause even forever ain't forever
I swear by the moment
Cause together ain't promise forever
Let's live by the moment
As long as we got each other
Die in the moment
I'm prepared to die in the moment
To die in the moment
Mother Mary, I swear I wanna change
Mister Jesus, I'd love to be a queen
But I'm from the left side of an island
Never thought this many people would even know my name
As time flies, way above me
For you I've cried, tears sea-deep
Oh glory, the prayers carry me
I'll be a star, you keep directing me
Let's make the best scene they've ever seen
Let's capture the moment
Cause even forever ain't forever
I swear by the moment
Cause together ain't promised forever
Let's live in the moment
As long as we got each other
Die in the moment
I'm prepared to die in the moment
I'm prepared to die in the moment
I'm prepared to die in the moment
Cause even forever ain't forever
I swear by the moment
I'm prepared to die in the moment"
Unapologetic,Get It Over With,"It's dark in the day
And I'll say
Now don't complain
Look up, the sun is just a cloud away
You're so afraid to cry
But your heart be feeling dry
It's time to change
But you keep thundering, thundering
I'm wondering, wondering
Why you keep thundering
Won't you just rain and get it over with
When I feel the pain
Now, babe, I won't complain
I hear you say
Look up, the sun is just a cloud away
And now we're so afraid to cry
But when you need a wave to ride
That's the way
You keep thundering, thundering
I'm wondering, wondering
Why you keep thundering
Won't you just fucking rain and get it over with
And get it over with
I see you rolling in (the clouds)
Let's get it over with
Get high and float again (in the clouds)
Roll up and go again
I see you rolling in (the clouds)
Let's get it over with
Get high and float again (in the clouds)
Roll up and go again
It's alright we can roll in the clouds
Getting high we can float in the clouds
It's alright we can roll in the clouds
Getting high we can float in the clouds
It's alright we can roll in the clouds
Getting high we can float in the clouds
You keep thundering, thundering
I'm wondering, wondering
Why you keep thundering
Won't you just fucking rain and get it over with
And get it over with
And get it over with
No, no, no, we should be lighting it up
No, no, no, we should be lighting it up
No, no, no, we should be lighting it up
No, no, no, we should be lighting it up
Start it with lightning
(It's alright we can roll in the clouds
And get it over with
Getting high we can float in the clouds
And get it over with)
We should be lighting it up
We should be lighting it up
We should be lighting it up
Start it with lightning
It's dark in the day
And I'll say
Now don't complain
Look up, the sun is just a cloud away"
Unapologetic,No Love Allowed,"911, it's a critical emergency, yeah
Better run run run
Come and charge him with the 143, yeah, yeah
Told me this world was mine
Such a beautiful lie
Now he's done done done and his love is no more for me
Hand in the air as he wave me goodbye
He said he care but no tears in his eyes
And ask me if I'm alright
Nigga is you blind?
Like a bullet your love hit me to the core
I was flying 'til you knocked me to the floor
And it's so foolish how you keep me wanting more
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah, yeah
Fe fo fum like the sky is falling down on me
Numb numb numb, he's so cold he doesn't feel a thing
Broken heart was the case
Go on and put him away
He's the only one one one I ever let get the best of me
Hand in the air as he wave me goodbye
He said he care but no tears in his eyes
And ask me if I'm alright
Nigga is you blind?
Like a bullet your love hit me to the core
I was flying 'til you knocked me to the floor
And it's so foolish how you keep me wanting more
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah, yeah
Usually I'm the one that they cry for
But this man, he's the one that I'd die for
Mama said there's no 'cause for a rebel
Do you hear me now?
No love, no love, no love allowed
Like a bullet your love hit me to the core
I was flying 'til you knocked me to the floor
And it's so foolish how you keep me wanting more
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed"
Unapologetic,Lost In Paradise,"What am I supposed to do with this heart
How do I take it off if I love it on it's like a work of art
In love we all will fall but we fell a little harder
What am I supposed to do with this heart?
It may be wrong but it feels right to be lost in paradise
I'm so lost in paradise
If I open up my eyes
I can see the storm, I can see the sky
I can see the darkness, flashing lights
All my fears gone tonight
Let me stay, I'm lost in paradise
(Bass slap)
How was I to know that my love was delusional?
Somebody tell me how to mend a broken-hearted soul
In love we all will fall but we fell a little harder
What am I supposed to do with this heart?
It may be wrong but it feels right to be lost in paradise
I'm so lost in paradise (lost in paradise)
If I open up my eyes
I can see the storm, I can see the sky
I can see the darkness, flashing lights
All my fears gone tonight
Let me stay, I'm lost in paradise
(Bass slap) [x2]
It maybe wrong but it feels right,
All my fears are gone tonight, I'm lost in paradise
I'm so lost in paradise (lost in paradise)
If I open up my eyes
I can see the storm, I can see the sky
I can see the darkness, flashing lights
All my fears gone tonight
Let me stay, I'm lost in paradise
Lost in paradise, yeah
Lost in paradise [x2]"
Unapologetic,Half Of Me,"You saw me on the television, setting fire to all the buildings
Yeah I guess you saw me stealing, but you've no idea what I've been needin'
Talk about when we were children, not the kind of kid that you believe in
You saw me on the television, saw me on the television
But that's just the half of it, yeah you saw the half of it
This is the life I live, and that's just the half of it.
Saw me on the television, hanging out my dirty linen
You're entitled to your own opinion
Sit and shake your head at my decision
I guess the kind of songs that I've been singing
Make it seem as if I'm always winning
But you saw me on a television
Yeah you saw me on a television
But that's just the half of it
You saw the half of it
This is the life I live
And that's just the half of it
Oh you know me I'm the life of the party
Beautiful people surround me
Everybody falling in love
Oh you know me, everybody knows that I'm crazy
Sticks and stones they never break me
And I'm the type that don't give a fuck
And that's just the half of it
You saw the half of it
Yeah this is the life I live
And that's just the half of it
Yeah you saw the half of it
And this is the life I live
You saw the half of it
Only the half of it
Eh, oh, no
You saw me on the television.
Saw me on the television."
Anti,Consideration,"[Rihanna:]
I come fluttering in from Neverland
Time can never stop me, no, no, no, no
I know you've tried to
I come riding in on a pale white horse
Handing out highs to less fortunate
I do advise you
Run it back, run it on back
When you're breaking it down for me
'Cause I can't hear you two times
Run it on back, will it ever make sense to me?
I got to do things my own way, darling
Will you ever let me?
Will you ever respect me? No
Do things my own way, darling
You should just let me
Why you ain't ever let me grow?
[SZA:]
When I look outside my window
I can't get no peace of mind
When I look outside my window
I can't get no peace of mind
[Rihanna:]
Let me cover your shit in glitter
I can make it gold, gold
Heard you tryna sell your soul, baby
Word on the street you run it low lately
I needed you to please give my reflection a break
From the face it's seeing now
Ooh, darling, would you mind giving my reflection a break
From the pain it's feeling now?
[Rihanna and SZA:]
I got to do things my own way, darling
You should just let me
Will you ever respect me? No
Do things my own way, darling
You should just let me
Why you ain't ever let me grow?
When I look outside my window
I can't get no peace of mind
When I look outside my window
I can't get no peace of mind
[SZA and Rihanna:]
Gettin' no peace
Gettin' no peace
Get, get, getting no peace
Gettin' no peace
Get, g-g-get no peace, oh"
Anti,James Joint,"I'd rather be smoking weed
Whenever we breathe
Everytime you kiss me
Don't say that you miss me
Just come get me
Don't know why just know I want to
Don't know why just know I want you
I'd rather be breaking things
Cause we can't see
We're too busy kissing
Just making scenes
Here come the police
They know about your history
How you live and love like ""fuck rules""?
Don't care why, just know I love you"
Anti,Kiss It Better,"Kiss it, kiss it better, baby
Kiss it, kiss it better, baby
Been waiting on that sunshine
Boy, I think I need that back
Can't do it like that
No one else gon' get it like that
So why argue? You yell, but you take me back
Who cares when it feels like crack?
Boy you know that you always do it right
Man, fuck your pride, just take it on back, boy
Take it on back boy, take it back all night
Just take it on back, take it on back
Mmm, do what you gotta do, keep me up all night
Hurting vibe, man, and it hurts inside when I look you in your eye
[Chorus:]
What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
Oh, what are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
Been waiting on that sunshine
Boy, I think I need that back
Can't do it like that
No one else gonna get it like that
So why are you, you here? Here to take me back?
Who cares when it feels like crack?
Boy, you know that you always do it right
Man, fuck your pride, just take it on back, boy
Take it on back boy, take it back all night
Just take it on back, take it on back
Mmm, do what you gotta do, keep me up all night
Hurting vibe, man, and it hurts inside when I look you in your eye
[Chorus:]
What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
Oh, what are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
I've been waiting up all night
Baby, tell me what's wrong
Gonna make it right
Make it all night long
I've been waiting up all night
Baby, tell me what's wrong
Go on and make it right
Make it all night long
Man, fuck your pride, just take it on back
Just take it on back bae, take it back all night
Just take it on back, take it on back
Mmm, do what you gotta do, keep me up all night
Hurting vibe, and it hurts inside when I look you in your eye
[Chorus:]
What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
Oh, what are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
Oh, what are you willing to do?
Oh (tell me, baby), tell me what you're willing to do?
Kiss it, kiss it better, baby
Kiss it, kiss it better, baby
Kiss it, kiss it better, baby"
Anti,Work,"[Rihanna:]
Work, work, work, work, work, work
He said me have to
Work, work, work, work, work, work!
He see me do my
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you are gon'
Learn, learn, learn, learn, learn?
Me no care if him
Hurt, hurt, hurt, hurt, hurting
[Rihanna:]
Dry!... Me ah desert him
No time to have you lurking
Him ah go act like he don't like it
You know I dealt with you the nicest
Nobody touch me, you no righteous
Nobody text me in a crisis
I believed all of your dreams, adoration
You took my heart and my keys and my patience
You took my heart on my sleeve for decoration
You mistaken my love I brought for you for foundation
All that I wanted from you was to give me
Something that I never had
Something that you've never seen
Something that you've never been!
Mmmmm!
But I wake up and act like nothing's wrong
Just get ready for...
[Rihanna:]
Work, work, work, work, work, work
He said me have to
Work, work, work, work, work, work!
He see me do my
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
Ner ner ner ner ner ner!
When you all gon' learn, learn, learn, learn, learn!
Before the tables turn, turn, turn, turn, turn, turn!
[Rihanna:]
Beg you something please
Baby don't you leave
Don't leave me stuck here in the streets, uh huh
If I get another chance to
I will never, no never neglect you
I mean who am I to hold your past against you?
I just hope that it gets to you
I hope that you see this through
I hope that you see this true
What can I say?
Please recognize I'm tryin', babe!
I have to
[Rihanna:]
Work, work, work, work, work, work
He said me have to
Work, work, work, work, work, work!
He see me do my
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you all gon'
Learn, learn, learn, learn, learn
Me no care if him
Hurt, hurt, hurt, hurt, hurting
[Drake:]
Yeah, okay
You need to get done, done, done, done at work, come over
We just need to slow the motion
Don't give that away to no one
Long distance, I need you
When I see potential I just gotta see it through
If you had a twin, I would still choose you
I don't wanna rush into it, if it's too soon
But I know you need to get done, done, done, done
If you come over
Sorry if I'm way less friendly
I got niggas tryna end me, oh
I spilled all my emotions tonight, I'm sorry
Rollin', rollin', rollin', rollin', rollin'
How many more shots until you're rollin'?
We just need a face to face
You could pick the time and the place
You spent some time away
Now you need to forward and give me all the...
[Rihanna & Drake:]
Work, work, work, work, work, work
He said me have to
Work, work, work, work, work, work
He see me do my
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you all gon'
Learn, learn, learn, learn, learn
Me no care if him
Hurt, hurt, hurt, hurt, hurting
[Rihanna:]
Mmmmm, mmmmm
Mmmmm, mmmmm
Work, work, work, work, work, work
Mmmmm, mmmmm
[Rihanna:]
Work, work, work, work, work, work
He said me have to
Work, work, work, work, work, work!
He see me do my
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you are gon'
Learn, learn, learn, learn, learn?
Me no care if him
Hurt, hurt, hurt, hurt, hurting
[Rihanna:]
Dry!... Me ah desert him
No time to have you lurking
Him ah go act like he don't like it
You know I dealt with you the nicest
Nobody touch me, you no righteous
Nobody text me in a crisis
I believed all of your dreams, adoration
You took my heart and my keys and my patience
You took my heart on my sleeve for decoration
You mistaken my love I brought for you for foundation
All that I wanted from you was to give me
Something that I never had
Something that you've never seen
Something that you've never been!
Mmmmm!
But I wake up and act like nothing's wrong
Just get ready for...
[Rihanna:]
Work, work, work, work, work, work
He said me have to
Work, work, work, work, work, work!
He see me do my
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
Ner ner ner ner ner ner!
When you all gon' learn, learn, learn, learn, learn!
Before the tables turn, turn, turn, turn, turn, turn!
[Rihanna:]
Beg you something please
Baby don't you leave
Don't leave me stuck here in the streets, uh huh
If I get another chance to
I will never, no never neglect you
I mean who am I to hold your past against you?
I just hope that it gets to you
I hope that you see this through
I hope that you see this true
What can I say?
Please recognize I'm tryin', babe!
I have to
[Rihanna:]
Work, work, work, work, work, work
He said me have to
Work, work, work, work, work, work!
He see me do my
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you all gon'
Learn, learn, learn, learn, learn
Me no care if him
Hurt, hurt, hurt, hurt, hurting
[Drake:]
Yeah, okay
You need to get done, done, done, done at work, come over
We just need to slow the motion
Don't give that away to no one
Long distance, I need you
When I see potential I just gotta see it through
If you had a twin, I would still choose you
I don't wanna rush into it, if it's too soon
But I know you need to get done, done, done, done
If you come over
Sorry if I'm way less friendly
I got niggas tryna end me, oh
I spilled all my emotions tonight, I'm sorry
Rollin', rollin', rollin', rollin', rollin'
How many more shots until you're rollin'?
We just need a face to face
You could pick the time and the place
You spent some time away
Now you need to forward and give me all the...
[Rihanna & Drake:]
Work, work, work, work, work, work
He said me have to
Work, work, work, work, work, work
He see me do my
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you all gon'
Learn, learn, learn, learn, learn
Me no care if him
Hurt, hurt, hurt, hurt, hurting
[Rihanna:]
Mmmmm, mmmmm
Mmmmm, mmmmm
Work, work, work, work, work, work
Mmmmm, mmmmm
[Rihanna:]
Work, work, work, work, work, work
He said me have to
Work, work, work, work, work, work!
He see me do my
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you are gon'
Learn, learn, learn, learn, learn?
Me no care if him
Hurt, hurt, hurt, hurt, hurting
[Rihanna:]
Dry!... Me ah desert him
No time to have you lurking
Him ah go act like he don't like it
You know I dealt with you the nicest
Nobody touch me, you no righteous
Nobody text me in a crisis
I believed all of your dreams, adoration
You took my heart and my keys and my patience
You took my heart on my sleeve for decoration
You mistaken my love I brought for you for foundation
All that I wanted from you was to give me
Something that I never had
Something that you've never seen
Something that you've never been!
Mmmmm!
But I wake up and act like nothing's wrong
Just get ready for...
[Rihanna:]
Work, work, work, work, work, work
He said me have to
Work, work, work, work, work, work!
He see me do my
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
Ner ner ner ner ner ner!
When you all gon' learn, learn, learn, learn, learn!
Before the tables turn, turn, turn, turn, turn, turn!
[Rihanna:]
Beg you something please
Baby don't you leave
Don't leave me stuck here in the streets, uh huh
If I get another chance to
I will never, no never neglect you
I mean who am I to hold your past against you?
I just hope that it gets to you
I hope that you see this through
I hope that you see this true
What can I say?
Please recognize I'm tryin', babe!
I have to
[Rihanna:]
Work, work, work, work, work, work
He said me have to
Work, work, work, work, work, work!
He see me do my
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you all gon'
Learn, learn, learn, learn, learn
Me no care if him
Hurt, hurt, hurt, hurt, hurting
[Drake:]
Yeah, okay
You need to get done, done, done, done at work, come over
We just need to slow the motion
Don't give that away to no one
Long distance, I need you
When I see potential I just gotta see it through
If you had a twin, I would still choose you
I don't wanna rush into it, if it's too soon
But I know you need to get done, done, done, done
If you come over
Sorry if I'm way less friendly
I got niggas tryna end me, oh
I spilled all my emotions tonight, I'm sorry
Rollin', rollin', rollin', rollin', rollin'
How many more shots until you're rollin'?
We just need a face to face
You could pick the time and the place
You spent some time away
Now you need to forward and give me all the...
[Rihanna & Drake:]
Work, work, work, work, work, work
He said me have to
Work, work, work, work, work, work
He see me do my
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you all gon'
Learn, learn, learn, learn, learn
Me no care if him
Hurt, hurt, hurt, hurt, hurting
[Rihanna:]
Mmmmm, mmmmm
Mmmmm, mmmmm
Work, work, work, work, work, work
Mmmmm, mmmmm
"
Anti,Desperado,"Desperado
Sitting in an old Monte Carlo
A man whose heart is hollow
Uh huh, take it easy
I'm not tryna go against you
Actually, I'm going with you
Gotta get up out of here
And you ain't leaving me behind
I know you won't, cause we share common interests
You need me, there ain't no leaving me behind
Never, no, no, just want out of here
Yeah, once I'm gone, ain't no going back
If you want we could be runaways
Running from any sight of love
Yeah, yeah, there ain't nothing
There ain't nothing here for me
There ain't nothing here for me anymore
But I don't wanna be alone
Desperado
Sitting in an old Monte Carlo
We've both had our hearts broke, uh huh
Take it easy
I'm not trying to go against you
I can be a lone wolf with ya
Gotta get up out of here
And you ain't leaving me behind
I know you won't, cause we share common interests
You need me, there ain't no leaving me behind
Never, no, no, both want out of here
Yeah, once we're gone, ain't no going back
If you want, we could be runaways
Running from any sight of love
Yeah, yeah, there ain't nothing
There ain't nothing here for me
There ain't nothing here for me anymore
I don't wanna be alone
Dear desperado
Yeah I don't wanna be alone
Dear desperado
Yeah I don't wanna be alone
[2x]
If you want, we could be runaways
Running from any sight of love
Yeah, yeah, there ain't nothing
There ain't nothing here for me
There ain't nothing here for me anymore
But I don't wanna be alone"
Anti,Woo,"[Travis Scott:]
Woo
Woo, woo, yeah
Woo, woo, yeah
Aw yeah, aw yeah, aw yeah
[Rihanna:]
I bet she could never make you cry
'Cause the scars on your heart are still mine
Tell me that she couldn't get this deep
She can almost be the worst than me
Too bad she's just eating off your dreams
Let me know when you're ready to plea
Maybe you just need to send for me
Send for me, send for me
Send for me, send for me, send for me
[Travis Scott:]
Woo
Woo, woo, yeah
Woo, woo, yeah
Aw yeah, aw yeah, aw yeah
[Rihanna:]
I've been thinking 'bout you late at night
I've been thinking only of you
Ain't nothing else to really talk about
Boy show me what you want to do
These days you've been feeling lonely
Yeah I've been feeling lonely too
I'mma fuck it up, won't you show me some
Run it back like you owe me some
[Travis Scott (Rihanna):]
Woo
Woo, woo, yeah
(Feel me up, feel me up)
Woo, yeah
(Feel me up, feel me up)
Aw yeah, aw yeah, aw yeah
(Feeling me, feeling me, feeling me up)
[Rihanna:]
Tell me 'bout your picture perfect dope
Tell me how you think without the drugs
Maybe you just need to send for me
I don't even really love you
I don't even really care about you
I don't even really love you
I don't even really care about you no more
I don't even really care about you no more
I don't even really care about you no more
Send for me, send for me
Send for me, send for me
[Travis Scott (Rihanna):]
Woo (feel me up, feel me up)
Woo, woo, yeah (feel me up, feel me up)
Woo, woo, yeah
(Send for me, send for me, send for me)
Aw yeah, aw yeah, aw yeah
Woo (I don't even really love you)
I don't even really care about you
Woo (I don't even really love you)
I don't even really care about you, no more
Woo, woo, yeah
(No more, I don't mean to really care about you no more
I don't even really care about you no more)
Aw yeah, aw yeah, aw yeah"
